mukey,muname,cokey,compname,comppct_r,drainagecl,hzname,hzdept_r,hzdepb_r,awc_r,claytotal_r,texcl
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691694,Montara,30,Well drained,R,30,41,,,
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691697,Dubakella,5,Well drained,Oi,0,5,0,15,
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691697,Dubakella,5,Well drained,A,5,23,0.12,22,Loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691697,Dubakella,5,Well drained,Bt1,23,38,0.1,34,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691697,Dubakella,5,Well drained,Bt2,38,81,0.07,42,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691697,Dubakella,5,Well drained,R,81,106,,,
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691698,Okiota,4,Well drained,A1,0,3,0.11,29,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691698,Okiota,4,Well drained,A2,3,8,0.16,32,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691698,Okiota,4,Well drained,Bt1,8,13,0.14,43,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691698,Okiota,4,Well drained,Bt2,13,36,0.14,45,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691698,Okiota,4,Well drained,R,36,61,,,
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,Apg1,0,8,0.18,30,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,Apg2,8,15,0.18,38,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,2Bssg1,15,56,0.15,45,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,2Bssg2,56,97,0.15,40,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,2Bkssg1,97,135,0.15,40,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,2Bkssg2,135,173,0.14,45,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,2Bkssg3,173,206,0.14,45,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691695,Maxwell,3,Somewhat poorly drained,2Bkssg4,206,213,0.14,40,Clay
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691696,Millsholm,2,Well drained,A,0,23,0.17,25,Loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691696,Millsholm,2,Well drained,AB,23,38,0.16,28,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691696,Millsholm,2,Well drained,Bt,38,46,0.16,29,Clay loam
813827,"Henneke-Montara-Rock outcrop complex, 10 to 50 percent slopes, MLRA 15",26691696,Millsholm,2,Well drained,R,46,71,,,
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691700,Henneke,45,Well drained,A,0,8,0.18,19,Loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691700,Henneke,45,Well drained,Bt1,8,28,0.14,33,Clay loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691700,Henneke,45,Well drained,Bt2,28,41,0.08,43,Clay
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691700,Henneke,45,Well drained,Bt3,41,48,0.08,40,Clay
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691700,Henneke,45,Well drained,R,48,73,,,
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691704,Okiota,35,Well drained,A1,0,3,0.11,29,Clay loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691704,Okiota,35,Well drained,A2,3,8,0.16,32,Clay loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691704,Okiota,35,Well drained,Bt1,8,13,0.14,43,Clay
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691704,Okiota,35,Well drained,Bt2,13,36,0.14,45,Clay
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691704,Okiota,35,Well drained,R,36,61,,,
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691702,Rock outcrop,9,,R,0,25,,,
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691705,Montara,5,Well drained,A,0,15,0.17,30,Clay loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691701,Dubakella,5,Well drained,Oi,0,5,0,15,
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691701,Dubakella,5,Well drained,A,5,23,0.12,22,Loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691705,Montara,5,Well drained,Bt,15,30,0.16,28,Clay loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691701,Dubakella,5,Well drained,Bt1,23,38,0.1,34,Clay loam
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691705,Montara,5,Well drained,R,30,41,,,
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691701,Dubakella,5,Well drained,Bt2,38,81,0.07,42,Clay
813828,"Henneke-Okiota complex, 10 to 50 percent slopes",26691701,Dubakella,5,Well drained,R,81,106,,,
813829,"Kidd-Forward complex, 5 to 30 percent slopes",26691708,Kidd,60,Well drained,H1,0,23,0.12,12.5,Loam
813829,"Kidd-Forward complex, 5 to 30 percent slopes",26691708,Kidd,60,Well drained,H2,23,41,0.11,12.5,Sandy loam
813829,"Kidd-Forward complex, 5 to 30 percent slopes",26691708,Kidd,60,Well drained,H3,41,66,,,
813829,"Kidd-Forward complex, 5 to 30 percent slopes",26691709,Forward,20,Somewhat excessively drained,H1,0,23,0.15,14,Loam
813829,"Kidd-Forward complex, 5 to 30 percent slopes",26691709,Forward,20,Somewhat excessively drained,H2,23,64,0.11,14,Sandy loam
813829,"Kidd-Forward complex, 5 to 30 percent slopes",26691709,Forward,20,Somewhat excessively drained,H3,64,152,,,
813830,"Kidd-Forward complex, 30 to 50 percent slopes",26691711,Kidd,45,Well drained,H1,0,23,0.12,14,Loam
813830,"Kidd-Forward complex, 30 to 50 percent slopes",26691711,Kidd,45,Well drained,H2,23,41,0.11,14,Sandy loam
813830,"Kidd-Forward complex, 30 to 50 percent slopes",26691711,Kidd,45,Well drained,H3,41,66,,,
813830,"Kidd-Forward complex, 30 to 50 percent slopes",26691712,Forward,35,Somewhat excessively drained,H1,0,23,0.15,14,Loam
813830,"Kidd-Forward complex, 30 to 50 percent slopes",26691712,Forward,35,Somewhat excessively drained,H2,23,64,0.11,14,Sandy loam
813830,"Kidd-Forward complex, 30 to 50 percent slopes",26691712,Forward,35,Somewhat excessively drained,H3,64,152,,,
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691716,Maymen,30,Somewhat excessively drained,H1,0,30,0.11,17.5,Loam
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691716,Maymen,30,Somewhat excessively drained,H2,30,55,,,
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691717,Millsholm,20,Well drained,H1,0,8,0.16,23.5,Loam
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691717,Millsholm,20,Well drained,H2,8,28,0.18,28.5,Clay loam
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691717,Millsholm,20,Well drained,H3,28,53,,,
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691718,Bressa,15,Well drained,H1,0,30,0.16,20,Loam
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691718,Bressa,15,Well drained,H2,30,66,0.18,31,Clay loam
813831,"Maymen-Millsholm-Bressa complex, 30 to 50 percent slopes",26691718,Bressa,15,Well drained,H3,66,91,,,
813832,"Okiota-Henneke complex, 5 to 30 percent slopes",26691724,Okiota,45,Well drained,H1,0,3,0.1,31,Clay loam
813832,"Okiota-Henneke complex, 5 to 30 percent slopes",26691724,Okiota,45,Well drained,H2,3,8,0.17,31,Clay loam
813832,"Okiota-Henneke complex, 5 to 30 percent slopes",26691724,Okiota,45,Well drained,H3,8,36,0.15,47.5,Clay
813832,"Okiota-Henneke complex, 5 to 30 percent slopes",26691724,Okiota,45,Well drained,H4,36,41,,,
813832,"Okiota-Henneke complex, 5 to 30 percent slopes",26691725,Henneke,35,Somewhat excessively drained,H1,0,8,0.1,30,Clay loam
813832,"Okiota-Henneke complex, 5 to 30 percent slopes",26691725,Henneke,35,Somewhat excessively drained,H2,8,28,0.11,35,Clay loam
